OFFICE,PROPERTY_ADDRESS,CITY,STATE,ZIP_POSTAL_CODE,ACTUAL_CLOSE_DATE,SALES_ID
0001,105 South 53rd Street,Omaha,NE,68132,2/28/2022,325
0004,10537 N Street,Omaha,NE,68127,6/17/2022,279
0005,106 S 55th Street,Omaha,NE,68132,3/14/2022,10008
0005,10610 Nebraska Avenue,Omaha,NE,68134,5/13/2022,365
0004,10618 Hilltop Road,Omaha,NE,68134,6/27/2022,64
0004,10705 S 176th Street,Omaha,NE,68136,9/30/2022,10052
0004,10705 S 176th Street,Omaha,NE,68136,9/30/2022,10052
0001,10720 Hilltop Road,Omaha,NE,68134,10/28/2022,10015
0001,10720 Hilltop Road,Omaha,NE,68134,10/28/2022,364
0003,10722 Potter Street,Omaha,NE,68122,6/21/2022,10055
0005,10733 Berry Plaza,Omaha,NE,68127,12/15/2022,493
0003,10806 N 51 Street,Omaha,NE,68152,10/7/2022,303
0003,10810 Seward Street,Omaha,NE,68154,8/8/2022,303
0004,10814 South 174th Avenue,Omaha,NE,68136,8/22/2022,530
0004,10814 South 174th Avenue,Omaha,NE,68136,8/22/2022,64
0004,10819 S 175th Street,Omaha,NE,68136,6/23/2022,10052
0004,10819 South 175th Street,Omaha,NE,68136,11/4/2022,10052
0001,10819 South 176th Street,Omaha,NE,68136,1/7/2022,10017
0001,10828 Old Mill Road,Omaha,NE,68134,9/9/2022,349
0005,10871 Mary Street,Omaha,NE,68164,12/20/2022,184
0001,10875 Iowa Plaza,Omaha,NE,68142,6/16/2022,74
0001,10875 Iowa Plaza,Omaha,NE,68142,6/16/2022,74
0001,10902 South 175th Street,Omaha,NE,68136,5/2/2022,232
0001,10904 Taylor Street,Omaha,NE,68164,10/28/2022,464
0001,10906 Jackson Street,OMAHA,NE,68154,3/4/2022,417
0004,10912 Sleepy Hollow Lane,Omaha,NE,68152,10/28/2022,262
0001,10915 South 175th Street,Omaha,NE,68136,9/30/2022,232
0001,10920 North 62nd Street,Omaha,NE,68152,8/29/2022,399
0004,10934 Leavenworth Street,Omaha,NE,68154,6/24/2022,160
0004,10937 Olin Ave,Omaha,NE,68144,1/13/2022,77
0001,110 S 52nd Street,Omaha,NE,68132,6/24/2022,384
0001,11003 Farnam Street,Omaha,NE,68154,2/25/2022,298
0001,11005 North 62nd Street,Omaha,NE,68152,8/5/2022,262
0001,1101 Jackson Street #207,Omaha,NE,68102,2/8/2022,303
0004,11013 Hanover Street,Omaha,NE,68142,10/3/2022,172
0004,11018 Girard Street,Omaha,NE,68142,2/23/2022,370
0001,1102 S 43rd Street,Omaha,NE,68105,4/22/2022,10010
0005,11024 Sahler Street,Omaha,NE,68164,4/8/2022,332
0001,11033 Girard Street,Omaha,NE,68142,5/16/2022,81
0001,11038 Hascall Street,Omaha,NE,68144,8/22/2022,10020
0003,1106 South 22nd Street,Omaha,NE,68127,10/26/2022,556
0003,1106 South 22nd Street,Omaha,NE,68127,10/26/2022,556
0004,11062 Oakbrook Drive,Omaha,NE,68154,1/14/2022,370
0004,1107 North 49th Avenue,Omaha,NE,68132,6/24/2022,262
0001,1107 Park Ave & 2919 Pacific St,Omaha,NE,68105,9/14/2022,70
0001,1109 Bancroft Street,Omaha,NE,68108,1/14/2022,226
0001,111 North 54th Street,Omaha,NE,68132,5/27/2022,10015
0004,11105 N 62nd Street,Omaha,NE,68152,11/15/2022,10059
0004,11125 Woolworth Plaza,Omaha,NE,68144,5/31/2022,490
0001,11160 Girard Street,Omaha,NE,68142,7/27/2022,522
0001,1117 S 10 St #17,Omaha,NE,68108,3/31/2022,240
0001,11206 Martha Circle,Omaha,NE,68144,8/26/2022,556
0001,11206 Martha Circle,Omaha,NE,68144,8/26/2022,426
0005,11284 Bauman Avenue,Omaha,NE,68164,3/23/2022,316
0005,11305 S Circle,Omaha,NE,68137,6/30/2022,296
0001,1131 North 122nd Street,Omaha,NE,68154,8/30/2022,10015
0003,1131 S 99th Circle,Omaha,NE,68124,6/6/2022,454
0004,11321 Martha Circle,Omaha,NE,68144,9/2/2022,365
0004,11323 Queens Drive,Omaha,NE,68164,5/26/2022,64
0003,11335 Hartman Circle,Omaha,NE,68164,7/15/2022,10023
0005,11336 Taylor Street,Omaha,NE,68164,6/21/2022,223
0004,11337 Jaynes Street,Omaha,NE,68164,4/18/2022,370
0001,11341 Jaynes Street,Omaha,NE,68164,5/6/2022,370
0003,1139 Leavenworth Street,Omaha,NE,68102,1/20/2022,10036
0003,1139 Leavenworth Street,Omaha,NE,68102,1/20/2022,166
0001,1140 Lynnwood Lane,Omaha,NE,68152,4/14/2022,10010
0001,1140 Lynnwood Lane,Omaha,NE,68152,4/14/2022,10010
0003,11408 Bauman Circle,Omaha,NE,68164,7/21/2022,10055
0005,11414 Arbor Street,Omaha,NE,68144,2/17/2022,332
0001,11418 Taylor Street,Omaha,NE,68164,5/13/2022,438
0003,11425 Farnam Circle,Omaha,NE,68154,3/30/2022,350
0001,11430 Taylor Street,Omaha,NE,68164,8/12/2022,10026
0001,11430 Taylor Street,Omaha,NE,68164,8/12/2022,332
0004,11440 Nebraska Circle,Omaha,NE,68164,3/14/2022,10059
0004,11440 Nebraska Circle,Omaha,NE,68164,3/14/2022,223
0001,1147 Leavenworth Street,Omaha,NE,68102,4/11/2022,384
0004,11471 South 191st Avenue,Omaha,NE,68028,4/26/2022,450
0001,115 South 50th Street,Omaha,NE,68132,4/15/2022,92
0001,11578 Rambleridge Road,Omaha,NE,68164,6/27/2022,10055
0001,11601 S 114th Ave,Omaha,NE,68046,5/9/2022,10036
0004,11615 Tyler St,Omaha,NE,68137,8/26/2022,64
0003,11626 Ruggles Street,Omaha,NE,68164,5/27/2022,303
0005,11635 North 48th Street,Omaha,NE,68152,11/22/2022,353
0004,11646 Queens Dr,Omaha,NE,68164,1/14/2022,74
0004,11662 Sunburst Street,Omaha,NE,68164,9/2/2022,241
0001,11730 Sunburst Street,Omaha,NE,68164,12/6/2022,438
0001,118 South 49th Avenue,Omaha,NE,68132,5/31/2022,10010
0001,118 South 49th Avenue,Omaha,NE,68132,5/31/2022,10010
0004,11838 Cedar Street,Omaha,NE,68144,4/8/2022,345
0001,11903 Newport Avenue,Omaha,NE,68164,5/9/2022,343
0001,11904 Blair High Road,Omaha,NE,68142,6/23/2022,304
0003,11937 Miracle Hills Drive #5,Omaha,NE,68154,9/6/2022,10036
0005,120 1/2 North 32nd Avenue,Omaha,NE,68131,3/29/2022,332
0003,120 31st Ave #5507,Omaha,NE,68131,7/7/2022,483
0003,120 31st Ave #5507,Omaha,NE,68131,7/7/2022,169
0003,120 31st Avenue,Omaha,NE,68131,8/23/2022,169
0003,120 31st Avenue,Omaha,NE,68131,8/23/2022,169
0003,120 31st Avenue #5411,Omaha,NE,68131,4/8/2022,169
0003,120 31st Avenue #5411,Omaha,NE,68131,4/8/2022,169
0001,120 S 31st  Ave #5409,Omaha,NE,68131,9/7/2022,521
0001,120 S 31st  Ave #5409,Omaha,NE,68131,9/7/2022,426
0003,120 S 31st Ave,Omaha,NE,68131,6/1/2022,483
0003,120 S 31st Ave,Omaha,NE,68131,6/1/2022,169
0001,120 S 31st Ave #5405,Omaha,NE,68131,4/6/2022,478
0001,120 S 31st Ave #5405,Omaha,NE,68131,4/6/2022,166
0003,120 s 31st Ave #5510,Omaha,NE,68131,6/1/2022,478
0003,120 s 31st Ave #5510,Omaha,NE,68131,6/1/2022,483
0003,120 S 31st Ave #5511,Omaha,NE,68131,5/5/2022,169
0004,120 S 31st Avenue #5202,Omaha,NE,68131,3/25/2022,10047
0001,120 S 31st Avenue #5207,Omaha,NE,68131,4/1/2022,169
0001,120 S 31st Avenue #5207,Omaha,NE,68131,4/1/2022,169
0001,120 S 31st Avenue #5610,Omaha,NE,68131,5/16/2022,478
0001,120 S 31st Avenue #5610,Omaha,NE,68131,5/16/2022,478
0001,"120 S 31st Avenue, Unit 5305",Omaha,NE,68131,1/19/2022,478
0001,"120 S 31st Avenue, Unit 5404",Omaha,NE,68131,4/11/2022,169
0001,"120 S 31st Avenue, Unit 5404",Omaha,NE,68131,4/11/2022,169
0001,"120 S 31st Avenue, Unit 5406",Omaha,NE,68131,3/15/2022,169
0001,"120 S 31st Avenue, Unit 5603",Omaha,NE,68131,2/25/2022,169
0001,120 S 50th St,Omaha,NE,68132,10/7/2022,10010
0001,120 S 50th St,Omaha,NE,68132,10/7/2022,384
0004,120 S 93rd Street,Omaha,NE,68114,8/12/2022,490
0003,120 S. 31st Avenue,Omaha,NE,68131,4/21/2022,169
0001,120 South 31st Avenue,Omaha,NE,68131,4/22/2022,169
0001,120 South 31st Avenue #5300,Omaha,NE,68131,1/14/2022,10034
0001,120 South 31st Avenue #5504,Omaha,NE,68131,4/1/2022,169
0003,120 South 31st Avenue #5604,Omaha,NE,68131,9/23/2022,169
0003,120 South 31st Avenue #5604,Omaha,NE,68131,9/23/2022,169
0003,120 South 31st Avenue #5606,Omaha,NE,68131,3/16/2022,169
0003,120 South 31st Avenue #5611,Omaha,NE,68131,5/27/2022,483
0003,120 South 31st Avenue #5611,Omaha,NE,68131,5/27/2022,169
0001,120 South 31st Avenue #5703,Omaha,NE,68131,2/22/2022,169
0003,120 South 31st Avenue #5704,Omaha,NE,68131,5/26/2022,169
0001,1201 S 10th Court,Omaha,NE,68108,3/25/2022,429
0004,12035 Pierce Plaza #222,Omaha,NE,68144,4/29/2022,365
0001,1206 Atlas Street,Omaha,NE,68107,3/4/2022,323
0003,12068 Patrick Avenue,Omaha,NE,68164,7/1/2022,64
0003,12068 Patrick Avenue,Omaha,NE,68164,7/1/2022,64
0004,12074 Locust Street,Omaha,NE,68164,3/31/2022,490
0001,1208 N 95th Avenue,Omaha,NE,68114,5/27/2022,438
0001,1208 N 95th Avenue,Omaha,NE,68114,5/27/2022,370
0003,1208 S. 62nd St.,Omaha,NE,68124,8/2/2022,534
0001,1210 North 158th Avenue,Omaha,NE,68118,4/15/2022,365
0001,12124 North 42nd Street,Omaha,NE,68112,2/9/2022,350
0001,12163 Sandra Ln,Omaha,NE,68137,5/13/2022,400
0001,1219 South 196th St.,Omaha,NE,68130,3/25/2022,519
0001,12209 Signal Drive,Omaha,NE,68137,7/29/2022,83
0001,12223 Weir St,Omaha,NE,68137,5/6/2022,10020
0004,1223 S 169th St,Omaha,NE,68130,1/13/2022,174
0003,12233 Orchard Avenue,Omaha,NE,68137,5/10/2022,70
0003,12233 Orchard Avenue,Omaha,NE,68137,5/10/2022,70
0003,12243 William Circle,Omaha,NE,68144,7/15/2022,10036
0003,12243 William Circle,Omaha,NE,68144,7/15/2022,70
0001,12302 North 67th Street,Omaha,NE,68152,3/1/2022,299
0001,12318 Lafayette Avenue,Omaha,NE,68154,7/8/2022,10047
0004,1233 S. 176th Avenue Circle,Omaha,NE,68130,5/27/2022,382
0001,12335 C Street,Omaha,NE,68144,3/17/2022,253
0003,12411 Wirt Street,Omaha,NE,68164,1/3/2022,474
0003,12411 Wirt Street,Omaha,NE,68164,1/3/2022,370
0005,12435 Frances Cir,Omaha,NE,68144,8/24/2022,332
0005,12435 Ohern Street,Omaha,NE,68137,6/21/2022,224
0001,12466 Evans Street,Omaha,NE,68164,3/30/2022,384
0001,12466 Evans Street,Omaha,NE,68164,3/30/2022,303
0001,1247 South 11th Street,Omaha,NE,68108,4/1/2022,10056
0001,126 North 38th Street,Omaha,NE,68131,10/28/2022,304
0001,12613 Westwood Lane,Omaha,NE,68144,8/12/2022,10002
0001,12621 C Street,Omaha,NE,68144,1/7/2022,166
0001,12621 Yates St,Omaha,NE,68164,12/21/2022,240
0005,12635 O Street,Omaha,NE,68137,8/5/2022,197
0004,12636 Orchard Avenue,Omaha,NE,68137,4/27/2022,473
0005,12662 N Street,Omaha,NE,68137,12/30/2022,435
0001,12708 Camden Avenue,Omaha,NE,68164,12/9/2022,325
0004,12712 Slayton Street,Omaha,NE,68138,1/21/2022,10052
0001,12718 Corby Street,Omaha,NE,68164,11/1/2022,299
0001,12718 Grant Circle,Omaha,NE,68164,9/1/2022,341
0001,12721 Glenn Street,Omaha,NE,68138,8/31/2022,10050
0001,12723 Larimore Ave,Omaha,NE,68164,11/18/2022,10036
0001,12743 Ohio Circle,Omaha,NE,68164,5/31/2022,323
0003,12780 Deauville #305,Omaha,NE,68137,9/16/2022,10045
0004,12807 Josephine Street,Omaha,NE,68138,9/2/2022,97
0003,12812 Olive St,Omaha,NE,68138,12/20/2022,298
0004,12817 Laurel Avenue,Omaha,NE,68164,4/13/2022,10059
0004,12817 Laurel Avenue,Omaha,NE,68164,4/13/2022,10059
0001,12840 Burt Court,Omaha,NE,68154,12/20/2022,10028
0004,12908 Eagle Run Drive,Omaha,NE,68164,4/8/2022,10052
0004,1291 Peterson Drive,Omaha,NE,68130,8/22/2022,10052
0003,12917 Harney Street,Omaha,NE,68154,11/30/2022,556
0003,12922 Lark Street,Omaha,NE,68164,3/25/2022,10055
0001,12926 Southdale Drive,Omaha,NE,68137,10/21/2022,10010
0001,12945 Ohio Circle,Omaha,NE,68164,10/12/2022,89
0001,12977 Hamilton Street,Omaha,NE,68154,6/24/2022,384
0001,12977 Hamilton Street,Omaha,NE,68154,6/24/2022,184
0003,12979 Seward St,Omaha,NE,68154,10/11/2022,556
0001,13002 Edna Street,Omaha,NE,68138,10/14/2022,161
0001,13012 Fowler Cir,Omaha,NE,68164,12/12/2022,10050
0001,1302 South 52nd Street,Omaha,NE,68106,4/11/2022,384
0001,1302 South 52nd Street,Omaha,NE,68106,4/11/2022,10003
0001,13024 Ames Avenue,Omaha,NE,68164,3/28/2022,10028
0004,1306 S 136th Street,Omaha,NE,68144,7/22/2022,450
0003,1307 Archer Avenue,Omaha,NE,68107,11/9/2022,70
0001,1307 South 52nd Avenue,Omaha,NE,68106,5/4/2022,226
0003,1308 Jackson St,Omaha,NE,68102,4/29/2022,478
0001,1309 N 57th Street,Omaha,NE,68132,10/14/2022,446
0005,1309 NW Radial HWY,Omaha,NE,68132,10/20/2022,376
0001,1309 S 32nd Street,Omaha,NE,68105,3/16/2022,10028
0005,131 S 39th St #17,Omaha,NE,68131,10/21/2022,296
0001,131 S 39th St #19,Omaha,NE,68131,7/18/2022,10003
0001,131 S. 39th,Omaha,NE,68131,6/24/2022,400
0003,13104 Lillian Street,Omaha,NE,68138,5/20/2022,10056
0004,1314 S 96th Street,Omaha,NE,68124,2/11/2022,262
0004,1314 S 96th Street,Omaha,NE,68124,2/11/2022,97
0005,1315 Mayfair,Omaha,NE,68144,3/18/2022,312
0001,1315 North 42nd Street,Omaha,NE,68131,10/7/2022,10020
0001,1315 North 42nd Street,Omaha,NE,68131,10/7/2022,10020
0001,13161 Potter Street,Omaha,NE,68142,5/27/2022,10008
0003,132 Dundee Ridge Ct.,Omaha,NE,68132,6/30/2022,10045
0004,1320 S 172 St.,Omaha,NE,68130,10/21/2022,262
0001,1320 S 194th Street,Omaha,NE,68130,3/30/2022,10017
0001,13205 Miami,Omaha,NE,68164,7/29/2022,10028
0001,13205 Miami,Omaha,NE,68164,7/29/2022,364
0001,13210 Lillian Street,Omaha,NE,68138,1/4/2022,10050
0001,1322 South 63rd Street,Omaha,NE,68106,5/31/2022,10010
0001,1322 South 63rd Street,Omaha,NE,68106,5/31/2022,10010
0001,1328 S 52nd Avenue,Omaha,NE,68106,7/29/2022,303
0001,1328 S 52nd Avenue,Omaha,NE,68106,7/29/2022,253
0004,13310 Cooper Street,Omaha,NE,68138,9/26/2022,486
0005,13310 Edna Street,Omaha,NE,68138,9/23/2022,10015
0004,13316 Sherwood Circle,Omaha,NE,68164,9/2/2022,89
0001,1332 Drexel Street,Omaha,NE,68107,4/15/2022,348
0001,13321 Emiline Street,Omaha,NE,68138,3/18/2022,10050
0001,13401 Shongaska Road,Omaha,NE,68112,9/22/2022,394
0001,13407 Emiline Street,Omaha,NE,68138,6/1/2022,250
0001,13415 Hillsborough Drive,Omaha,NE,68164,6/7/2022,92
0003,13416 Sahler Street,Omaha,NE,68164,6/24/2022,303
0003,13416 Sahler Street,Omaha,NE,68164,6/24/2022,10055
0004,13426 Olive Street,Omaha,NE,68138,9/30/2022,322
0003,13436 Cedar Street,Omaha,NE,68144,6/2/2022,298
0004,13443 Taylor Street,Omaha,NE,68164,1/7/2022,475
0001,1346 South 177th Street,Omaha,NE,68130,10/14/2022,10017
0005,13463 Margo St,Omaha,NE,68138,4/29/2022,332
0005,13463 Margo St,Omaha,NE,68138,4/29/2022,332
0005,13463 Margo Street,Omaha,NE,68138,4/8/2022,332
0001,13491 Kingswood Drive,Omaha,NE,68144,5/11/2022,232
0004,13509 Boyd Street,Omaha,NE,68164,7/29/2022,64
0001,13516 Burt Street,Omaha,NE,68154,1/26/2022,10026
0004,13569 Shirley Street,Omaha,NE,68144,1/11/2022,473
0004,13573 Arbor Street,Omaha,NE,68144,6/21/2022,382
0004,13573 Arbor Street,Omaha,NE,68144,6/21/2022,81
0001,136-134 N 35th Street,Omaha,NE,68131,11/28/2022,400
0001,13711 Corby Street,Omaha,NE,68164,9/23/2022,279
0005,13731 Sahler Street,Omaha,NE,68164,10/26/2022,460
0001,13734 Hillsborough Drive,Omaha,NE,68164,10/17/2022,438
0005,13735 Shirley Street,Omaha,NE,68144,6/2/2022,353
0001,138 North 66th Street,Omaha,NE,68132,1/14/2022,343
0004,13808 Camden Avenue,Omaha,NE,68164,9/9/2022,10052
0004,13810 Marinda Circle,Omaha,NE,68144,11/18/2022,434
0003,13814 Camden Avenue,Omaha,NE,68164,7/20/2022,10023
0003,13818 Birchwood Avenue,Omaha,NE,68137,4/5/2022,350
0004,13863 Wood Valley Drive,Omaha,NE,68142,2/22/2022,382
0001,13912 Hanover Street,Omaha,NE,68142,8/30/2022,81
0001,13918 Greenfield Road,Omaha,NE,68138,8/12/2022,499
0003,13919 Josephine Street,Omaha,NE,68138,9/2/2022,10056
0005,13928 Josephine Street,Omaha,NE,68138,3/31/2022,74
0001,13943 Wyoming Street,Omaha,NE,68142,9/16/2022,174
0004,13958 Potter Parkway,Omaha,NE,68142,7/11/2022,89
0001,13965 Ames Avenue,Omaha,NE,68164,7/19/2022,554
0001,13965 Ames Avenue,Omaha,NE,68164,7/19/2022,303
0004,14014 Hillsborough Drive,Omaha,NE,68164,7/1/2022,10052
0004,14029 Washington Street,Omaha,NE,68137,4/22/2022,394
0004,14029 Washington Street,Omaha,NE,68137,4/22/2022,376
0001,1403 Farnam St #410,Omaha,NE,68102,6/15/2022,92
0004,1405 S 185th Circle,Omaha,NE,68130,10/12/2022,262
0001,14105 Jennifer Road,Omaha,NE,68138,6/3/2022,81
0004,1411 127th Circle,Omaha,NE,68154,11/29/2022,10047
0004,14122 Margo Street,Omaha,NE,68138,8/2/2022,281
0004,1414 Martha St,Omaha,NE,68108,6/30/2022,77
0004,1418 and 1416 Military Avenue,Omaha,NE,68131,3/4/2022,496
0004,1418 S 162nd Street,Omaha,NE,68130,4/20/2022,262
0001,14206 Wood Valley Drive,Omaha,NE,68142,11/30/2022,253
0001,1421 Cole Creek Drive,Omaha,NE,68114,8/29/2022,312
0003,14223 Franklin Street,Omaha,NE,68154,6/1/2022,298
0005,14252 Anne Street,Omaha,NE,68137,11/18/2022,296
0004,14252 Newport Avenue,Omaha,NE,68164,3/21/2022,258
0005,1426 S 126th Street,Omaha,NE,68144,9/21/2022,10002
0001,1426 S 158th Cir,Omaha,NE,68130,7/28/2022,10050
0001,1426 S 158th Cir,Omaha,NE,68130,7/28/2022,92
0004,1426 S 195th St,Omaha,NE,68130,5/27/2022,10047
0005,14305 Polk Circle,Omaha,NE,68137,4/15/2022,335
0004,14324 White Deer Lane,Omaha,NE,68112,3/31/2022,492
0004,14340 Harrison St,Omaha,NE,68138,6/2/2022,394
0001,1436 South 12th Street,Omaha,NE,68108,8/11/2022,384
0004,14454 Tibbles Street,Omaha,NE,68116,3/21/2022,258
0005,14472 Fowler Avenue,Omaha,NE,68116,11/17/2022,376
0004,14473 Hascall Street,Omaha,NE,68144,5/27/2022,370
0005,14474 Grant Street,Omaha,NE,68116,8/11/2022,334
0004,14508 Charles Street,Omaha,NE,68154,9/9/2022,279
0004,14541 Decatur Street,Omaha,NE,68154,4/19/2022,262
0001,14607 S Street,Omaha,NE,68137,11/10/2022,551
0003,14610 Kansas Avenue,Omaha,NE,68116,4/11/2022,10056
0001,14611 M Street,Omaha,NE,68137,7/29/2022,350
0004,14620 Frances Circle,Omaha,NE,68144,11/10/2022,160
0001,14624 Holmes Street,Omaha,NE,68137,5/4/2022,10015
0001,14628 Monroe Street,Omaha,NE,68137,12/9/2022,10045
0001,14628 Monroe Street,Omaha,NE,68137,12/9/2022,446
0004,14651 Boyd Plaza,Omaha,NE,68116,7/22/2022,399
0004,14661 Taylor Court,Omaha,NE,68116,8/1/2022,74
0003,14664 Taylor Plaza,Omaha,NE,68116,9/23/2022,10023
0001,1469 South 16th Street,Omaha,NE,68108,8/1/2022,323
0001,1469 South 16th Street,Omaha,NE,68108,8/1/2022,323
0005,14710 Edna Street,Omaha,NE,68138,3/21/2022,184
0001,14711 Holmes Street,OMAHA,NE,68137,4/18/2022,488
0004,14713 Himebaugh Plaza,Omaha,NE,68116,4/19/2022,262
0004,14717 Monroe Street,OMAHA,NE,68137,11/18/2022,530
0004,14727 N Street,Omaha,NE,68137,10/7/2022,450
0005,14735 N Street,Omaha,NE,68137,3/28/2022,492
0004,14744 Ames Avenue,Omaha,NE,68116,9/13/2022,83
0003,14806 Dayton Street,Omaha,NE,68137,5/25/2022,303
0001,14808 Erskine St,Omaha,NE,68116,6/1/2022,10036
0001,14808 Erskine St,Omaha,NE,68116,6/1/2022,237
0001,14811 Orchard Circle,Omaha,NE,68137,7/1/2022,376
0003,14816 Walnut Grove Circle,Omaha,NE,68137,12/22/2022,303
0001,14817 Drexel Street,Omaha,NE,68137,9/26/2022,10010
0004,14822 Lake Street,Omaha,NE,68116,5/9/2022,262
0001,14847 Camden Court,Omaha,NE,68116,12/30/2022,70
0004,14873 Jaynes St,Omaha,NE,68116,5/17/2022,74
0004,14873 Jaynes St,Omaha,NE,68116,5/17/2022,74
0004,14903 Josephine Street,Omaha,NE,68138,11/11/2022,530
0003,14905 Franklin Plaza,Omaha,NE,68154,7/15/2022,70
0005,14909 Willow Creek Drive,Omaha,NE,68138,9/2/2022,253
0005,14909 Willow Creek Drive,Omaha,NE,68138,9/2/2022,209
0004,14919 Borman Street,Omaha,NE,68138,9/9/2022,512
0004,14919 Borman Street,Omaha,NE,68138,9/9/2022,471
0004,14925 Erskine Street,Omaha,NE,68116,9/2/2022,195
0003,14936 Lafayette Plaza,Omaha,NE,68154,11/8/2022,556
0001,14937 Bauman Avenue,Omaha,NE,68116,6/1/2022,74
0004,14937 N Circle,Omaha,NE,68137,6/17/2022,64
0001,1501 N 51st St,Omaha,NE,68104,4/1/2022,10050
0004,15012 Mason Street,Omaha,NE,68154,3/2/2022,219
0001,1502 Jones St Unit 4A,Omaha,NE,68102,4/28/2022,240
0001,1502 Jones St Unit 4A,Omaha,NE,68102,4/28/2022,240
0001,1502 Jones Street #209,Omaha,NE,68102,9/23/2022,226
0001,1502 Jones Street #309,Omaha,NE,68102,6/22/2022,10059
0005,1503 North 206th Circle,Omaha,NE,68022,6/21/2022,316
0003,15045 Patterson Circle,Omaha,NE,68137,8/30/2022,474
0004,15055 Taylor Street,Omaha,NE,68116,7/25/2022,97
0001,1506 S 118th Street,Omaha,NE,68144,3/25/2022,10010
0005,15063 Lake Street,Omaha,NE,68116,3/21/2022,184
0001,1507 South 25th Avenue,Omaha,NE,68105,11/14/2022,556
0004,15072 Evans Street,Omaha,NE,68116,1/31/2022,74
0001,1508 N 185th Street,Omaha,NE,68022,5/26/2022,81
0001,1508 South 49th Street,Omaha,NE,68106,9/19/2022,10020
0001,1511 S 83rd Street,Omaha,NE,68124,9/27/2022,240
0004,1511 South 139th,Omaha,NE,68144,8/3/2022,89
0004,15112 Himebaugh Ave,Omaha,NE,68116,10/19/2022,262
0001,1512 I Street,Omaha,NE,68107,8/22/2022,226
0003,1512 South 99th Street,Omaha,NE,68124,2/28/2022,454
0005,15123 Y Street,Omaha,NE,68137,8/19/2022,10002
0003,1513 South 123rd Street,Omaha,NE,68144,9/12/2022,454
0003,1513 South 123rd Street,Omaha,NE,68144,9/12/2022,454
0001,15130 Himebaugh Ave,Omaha,NE,68116,6/1/2022,10036
0004,15132 Tibbles Street,Omaha,NE,68116,2/28/2022,174
0004,15134 Willow Creek Drive,Omaha,NE,68138,5/3/2022,160
0001,1517 North 51st Street,Omaha,NE,68104,11/21/2022,384
0004,1517 South 33rd Street,Omaha,NE,68105,11/21/2022,568
0004,1520 S 88th Street,Omaha,NE,68124,10/11/2022,554
0004,15209 Saratoga Street,Omaha,NE,68116,2/25/2022,160
0005,15216 Greene Avenue,Omaha,NE,68138,2/11/2022,493
0004,15219 Grover Street,Omaha,NE,68144,11/4/2022,529
0001,1522 S. 29th St,Omaha,NE,68105,4/29/2022,10028
0004,15224 R Street,Omaha,NE,68137,3/1/2022,262
0003,1525 N 123rd Street,Omaha,NE,68154,8/19/2022,10034
0001,15250 Ontario St.,Omaha,NE,68144,9/8/2022,81
0003,15291 Blackwell Drive,Omaha,NE,68137,7/6/2022,454
0003,1530 S 143rd Street,Omaha,NE,68144,12/5/2022,350
0003,15303 Edna Street,Omaha,NE,68138,6/13/2022,10056
0004,15311 Spencer Street,Omaha,NE,68116,5/20/2022,262
0001,15313 Nina Street,Omaha,NE,68144,3/31/2022,10055
0001,15325 Nina Street,Omaha,NE,68144,3/11/2022,10056
0004,15332 Leavenworth Circle,Omaha,NE,68154,8/11/2022,262
0001,15342 Amy Plaza,Omaha,NE,68137,1/14/2022,250
0004,15352 Norwick Drive,Omaha,NE,68116,1/7/2022,161
0001,15353 Jaynes Street,Omaha,NE,68116,1/5/2022,161
0001,15353 Jaynes Street,Omaha,NE,68116,1/5/2022,161
0001,15359 Jaynes Street,Omaha,NE,68116,3/25/2022,161
0001,15359 Jaynes Street,Omaha,NE,68116,3/25/2022,161
0001,15365 Jaynes St,Omaha,NE,68116,10/28/2022,325
0001,15365 Jaynes St,Omaha,NE,68116,10/28/2022,161
0005,1540 Monroe Street,Omaha,NE,68107,9/16/2022,492
0004,15405 Harney Street,Omaha,NE,68154,7/25/2022,74
0003,15416 Westchester Circle,Omaha,NE,68154,8/26/2022,10055
0004,15454 Western Avenue,Omaha,NE,68154,6/3/2022,10052
0004,15454 Western Avenue,Omaha,NE,68154,6/3/2022,529
0004,15456 Ogden Circle,Omaha,NE,68116,6/3/2022,10059
0003,15516 Burt Street,Omaha,NE,68154,12/28/2022,556
0004,15523 Josephine Street,Omaha,NE,68138,8/12/2022,73
0005,15530 Newell Street,Omaha,NE,68138,4/28/2022,424
0003,15582 Walnut Circle,Omaha,NE,68144,4/26/2022,10056
0003,15582 Walnut Circle,Omaha,NE,68144,4/26/2022,483
0005,15605 Parker Circle,Omaha,NE,68118,10/14/2022,172
0004,15606 Orchard Avenue,Omaha,NE,68135,5/6/2022,370
0001,15616 Cottonwood,Omaha,NE,68136,3/3/2022,461
0001,15616 Timberlane Dr,Omaha,NE,68136,5/20/2022,10014
0004,15670 Fountain Hills Drive,Omaha,NE,68118,10/7/2022,160
0005,15672 Shamrock Circle,Omaha,NE,68118,11/22/2022,296
0004,15705 Western Avenue,Omaha,NE,68118,8/26/2022,262
0004,15705 Western Avenue,Omaha,NE,68118,8/26/2022,438
0001,15717 Rolling Ridge Road,Omaha,NE,68135,5/9/2022,10010
0001,15723 Gertrude Street,Omaha,NE,68136,4/11/2022,399
0001,15723 Gertrude Street,Omaha,NE,68136,4/11/2022,381
0004,15726 Capitol Avenue,Omaha,NE,68118,9/7/2022,97
